Punto geográfico	P1. En general, en su Barrio usted se siente:	P2. Con relación a hace un año, cómo se siente usted actualmente en este Barrio	P3. En general, en su Comuna o Corregimiento usted se siente:	P4. Con relación a hace un año, cómo se siente usted actualmente en esta Comuna o Corregimiento	P5. En general, en Medellín, usted se siente:	P6. Con relación a hace un año, cómo se siente usted actualmente en Medellín
POINT (-75.5527 6.29392)	2	0	2	0	2	0
POINT (-75.5527 6.29392)	2	0	2	0	3	0
POINT (-75.5484 6.29474)	1	0	2	0	2	0
POINT (-75.5446 6.27988)	2	0	2	0	2	0
POINT (-75.5446 6.27988)	3	0	2	0	3	0
POINT (-75.5388 6.29956)	2	0	2	0	4	4
POINT (-75.6211 6.2507)	3	0	3	0	3	0
POINT (-75.5665 6.30688)	2	0	3	0	3	0
POINT (-75.6099 6.27276)	1	0	1	0	3	0
POINT (-75.5941 6.26822)	3	0	3	0	3	4
POINT (-75.5527 6.29392)	2	0	2	0	3	0
POINT (-75.6084 6.27387)	1	1	2	1	2	1
POINT (-75.5568 6.2887)	2	0	2	0	3	0
POINT (-75.6208 6.25376)	3	1	2	1	3	4
POINT (-75.6242 6.24877)	2	1	2	1	3	0
POINT (-75.6167 6.26097)	2	1	2	0	2	0
POINT (-75.6167 6.26097)	2	0	2	0	1	4
POINT (-75.6167 6.26097)	2	0	2	0	2	0
POINT (-75.6099 6.27276)	2	0	2	0	3	0
POINT (-75.6044 6.26306)	2	4	2	4	3	4
POINT (-75.5593 6.28316)	4	0	4	0	4	0
POINT (-75.6288 6.25424)	3	1	2	1	3	0
POINT (-75.6288 6.25424)	2	0	2	4	4	0
POINT (-75.6288 6.25424)	1	0	2	0	2	0
POINT (-75.5745 6.28252)	2	0	2	0	2	0
POINT (-75.5653 6.28116)	2	0	2	0	4	0
POINT (-75.5484 6.29474)	2	1	2	0	2	0
POINT (-75.5484 6.29474)	2	1	1	1	1	0
POINT (-75.5529 6.28918)	3	0	2	0	3	0
POINT (-75.6017 6.26047)	2	1	2	0	3	0
POINT (-75.6017 6.26047)	1	0	2	0	4	0
POINT (-75.6069 6.22468)	4	4	4	4	4	4
POINT (-75.5377 6.29708)	3	4	2	0	2	0
POINT (-75.5377 6.29708)	2	0	2	0	2	0
POINT (-75.5377 6.29708)	2	0	2	0	2	0
POINT (-75.5377 6.29708)	2	4	4	0	3	0
POINT (-75.5456 6.30163)	2	0	2	0	2	0
POINT (-75.5611 6.28795)	2	0	2	0	3	4
POINT (-75.5529 6.28918)	1	0	2	0	2	0
POINT (-75.5593 6.28316)	2	0	2	0	2	0
POINT (-75.5383 6.29898)	2	0	2	0	2	0
POINT (-75.5486 6.27402)	2	1	3	1	3	1
POINT (-75.5541 6.29572)	2	1	2	0	2	0
POINT (-75.6264 6.2638537)	2	1	1	1	2	0
POINT (-75.5461 6.28088)	3	4	4	4	3	4
POINT (-75.5456 6.30163)	2	0	3	0	2	0
POINT (-75.5391 6.27088)	2	0	2	0	4	0
POINT (-75.5372 6.26884)	4	0	3	0	3	0
POINT (-75.6084 6.27387)	2	1	2	0	2	0
POINT (-75.537 6.27638)	1	1	2	1	3	0
POINT (-75.5593 6.28316)	2	0	2	0	1	0
POINT (-75.5515 6.26505)	2	0	2	0	3	0
POINT (-75.5529 6.28918)	2	1	2	0	2	0
POINT (-75.5611 6.28795)	2	1	2	0	2	0
POINT (-75.5522 6.26572)	3	0	3	0	4	0
POINT (-75.553 6.29314)	2	0	2	0	2	0
POINT (-75.5383 6.29898)	1	1	2	1	0	0
POINT (-75.541 6.30055)	2	0	2	0	2	0
POINT (-75.5801 6.30691)	2	0	2	0	2	0
POINT (-75.5567 6.30036)	2	1	2	0	3	0
POINT (-75.5372 6.26884)	2	0	2	0	4	0
POINT (-75.5541 6.29572)	1	0	2	1	2	0
POINT (-75.6242 6.24877)	3	0	3	0	3	0
POINT (-75.5486 6.27402)	4	0	4	0	4	0
POINT (-75.6197 6.24535)	1	0	2	0	2	0
POINT (-75.6197 6.24535)	2	0	3	4	4	4
POINT (-75.5454 6.26349)	2	0	2	0	3	0
POINT (-75.5594 6.27816)	1	1	2	0	2	0
POINT (-75.5989 6.26958)	2	0	3	4	3	4
POINT (-75.5989 6.26958)	1	0	3	0	4	0
POINT (-75.5593 6.28316)	2	1	1	0	1	0
POINT (-75.5496 6.26526)	2	0	2	0	2	0
POINT (-75.5372 6.26884)	3	0	3	0	2	1
POINT (-75.5496 6.26526)	2	0	2	0	3	0
POINT (-75.5522 6.26572)	3	4	3	0	3	0
POINT (-75.5529 6.28918)	4	4	4	4	4	4
POINT (-75.5383 6.29898)	1	0	1	1	2	1
POINT (-75.5745 6.28252)	3	4	3	4	3	0
POINT (-75.5461 6.28088)	2	0	2	0	2	0
POINT (-75.5962 6.26018)	3	0	3	0	3	0
POINT (-75.6099 6.27276)	2	0	2	0	3	0
POINT (-75.6099 6.27276)	2	0	2	0	2	0
POINT (-75.6084 6.27387)	2	0	2	0	2	0
POINT (-75.5541 6.29572)	1	4	3	4	4	4
POINT (-75.5486 6.27402)	3	0	2	0	2	0
POINT (-75.5653 6.28116)	3	0	3	4	3	4
POINT (-75.5653 6.28116)	2	0	2	0	2	0
POINT (-75.5456 6.30163)	2	0	2	0	2	0
POINT (-75.5863 6.30957)	2	0	2	0	3	0
POINT (-75.5863 6.30957)	2	0	2	0	3	0
POINT (-75.5522 6.27465)	1	0	2	0	2	0
POINT (-75.6288 6.25424)	1	1	2	1	3	4
POINT (-75.6288 6.25424)	1	0	2	0	2	0
POINT (-75.6288 6.25424)	2	0	1	0	3	0
POINT (-75.5529 6.28918)	2	0	2	0	2	0
POINT (-75.5515 6.30603)	1	0	2	0	3	0
POINT (-75.5515 6.30603)	2	0	2	1	3	4
POINT (-75.5397 6.27051)	2	0	2	0	4	1
POINT (-75.5397 6.27051)	2	1	1	1	2	1
POINT (-75.5397 6.27051)	2	0	2	0	3	0
POINT (-75.5397 6.27051)	2	0	2	0	2	0
POINT (-75.5409 6.27071)	2	0	2	0	2	0
POINT (-75.5564 6.29481)	1	0	1	0	2	0
POINT (-75.5388 6.29956)	2	0	2	0	2	0
POINT (-75.5388 6.29956)	2	0	2	1	2	0
POINT (-75.5454 6.26349)	2	0	2	0	2	0
POINT (-75.5454 6.26349)	1	0	2	0	1	0
POINT (-75.6208 6.25376)	2	0	2	0	2	1
POINT (-75.6208 6.25376)	1	4	2	1	2	0
POINT (-75.5461 6.28088)	2	0	2	0	2	1
POINT (-75.6167 6.26097)	2	0	2	0	3	0
POINT (-75.6167 6.26097)	2	0	2	0	2	0
POINT (-75.5377 6.29708)	2	1	2	1	3	1
POINT (-75.5377 6.29708)	2	0	2	0	3	0
POINT (-75.5454 6.26349)	3	4	4	4	4	4
POINT (-75.5434 6.26645)	2	1	2	1	1	4
POINT (-75.5434 6.26645)	2	0	2	0	3	0
POINT (-75.5434 6.26645)	4	0	3	0	3	0
POINT (-75.5434 6.26645)	2	0	1	0	3	0
POINT (-75.5434 6.26645)	2	0	2	0	4	4
POINT (-75.5499 6.30088)	2	0	2	0	3	0
POINT (-75.5499 6.30088)	2	0	2	0	3	0
POINT (-75.5553 6.28942)	2	0	2	0	2	0
POINT (-75.5553 6.28942)	2	0	2	0	3	0
POINT (-75.5553 6.28942)	2	0	2	0	3	4
POINT (-75.537 6.27638)	2	0	2	0	2	0
POINT (-75.5589 6.28255)	2	0	2	0	2	0
POINT (-75.5496 6.30063)	2	0	2	0	2	0
POINT (-75.5391 6.27088)	2	0	2	0	2	0
POINT (-75.5541 6.29572)	2	0	2	0	2	0
POINT (-75.5529 6.28918)	4	4	3	4	4	4
POINT (-75.6197 6.24535)	2	0	2	0	3	0
POINT (-75.5486 6.27402)	2	0	2	4	3	4
POINT (-75.537 6.27638)	2	0	2	0	3	0
POINT (-75.5515 6.30603)	2	0	2	0	3	0
POINT (-75.5589 6.28255)	2	0	1	0	2	1
POINT (-75.6224 6.25681)	3	0	3	0	4	0
POINT (-75.5383 6.29898)	2	0	3	4	3	0
POINT (-75.5593 6.30751)	2	0	2	0	2	0
POINT (-75.5391 6.27088)	2	0	2	0	1	0
POINT (-75.6099 6.27276)	1	1	1	0	3	0
POINT (-75.6099 6.27276)	1	0	3	0	3	0
POINT (-75.537 6.27638)	2	0	2	1	2	4
POINT (-75.6084 6.27387)	2	0	2	0	3	1
POINT (-75.6084 6.27387)	2	0	2	0	2	0
POINT (-75.5589 6.28255)	2	0	2	0	2	0
POINT (-75.5536 6.28996)	2	0	2	0	2	4
POINT (-75.5383 6.29898)	2	1	2	0	2	0
POINT (-75.6197 6.24535)	1	0	1	0	2	0
POINT (-75.5515 6.30603)	1	0	2	1	2	0
POINT (-75.5496 6.30063)	2	0	2	0	3	0
POINT (-75.5496 6.30063)	2	0	2	0	2	0
POINT (-75.5434 6.26645)	2	0	2	0	3	0
POINT (-75.5438 6.26968)	2	0	2	0	4	4
POINT (-75.5962 6.26018)	3	0	3	0	3	1
POINT (-75.5962 6.26018)	4	1	3	1	2	1
POINT (-75.6196 6.24972)	2	0	2	0	2	0
POINT (-75.6196 6.24972)	4	4	3	4	3	1
POINT (-75.5795 6.30643)	2	0	2	0	2	0
POINT (-75.5594 6.27816)	2	1	2	1	2	1
POINT (-75.5594 6.27816)	2	0	2	1	1	0
POINT (-75.5522 6.26572)	1	1	1	1	4	0
POINT (-75.5522 6.26572)	2	0	2	0	2	0
POINT (-75.5536 6.28996)	2	0	2	0	2	0
POINT (-75.5454 6.26349)	2	1	2	0	2	1
POINT (-75.5383 6.29898)	2	0	2	0	4	4
POINT (-75.5372 6.26884)	2	0	2	0	3	0
POINT (-75.5372 6.26884)	2	0	2	0	2	0
POINT (-75.5372 6.26884)	2	0	1	0	3	0
POINT (-75.5486 6.27402)	2	4	2	0	2	1
POINT (-75.5589 6.28255)	2	4	2	4	2	4
POINT (-75.6224 6.25681)	1	0	1	0	1	0
POINT (-75.5989 6.26958)	1	0	2	0	4	0
POINT (-75.5989 6.26958)	2	0	2	0	2	1
POINT (-75.5496 6.30063)	2	0	2	0	3	0
POINT (-75.6196 6.24972)	2	0	3	4	3	4
POINT (-75.537 6.27638)	2	1	2	1	2	1
POINT (-75.5541 6.29572)	2	0	2	0	2	0
POINT (-75.5541 6.29572)	2	0	4	0	4	0
POINT (-75.6197 6.24535)	2	4	2	4	3	4
POINT (-75.5593 6.30751)	2	0	4	4	2	0
POINT (-75.5522 6.26572)	2	4	3	4	3	4
POINT (-75.5536 6.28996)	1	1	1	1	1	1
POINT (-75.5515 6.30603)	2	1	2	0	2	1
POINT (-75.5589 6.28255)	2	0	2	0	2	0
POINT (-75.537 6.27638)	0	0	3	0	3	0
POINT (-75.5332 6.26723)	2	0	2	0	3	0
POINT (-75.5486 6.27402)	3	4	4	0	4	0
POINT (-75.541 6.30055)	2	0	2	0	3	0
POINT (-75.541 6.30055)	1	1	2	1	3	4
POINT (-75.541 6.30055)	2	4	2	0	2	0
POINT (-75.541 6.30055)	2	0	2	0	2	0
POINT (-75.541 6.30055)	3	4	3	0	3	4
POINT (-75.5388 6.29956)	2	0	2	0	2	0
POINT (-75.5589 6.28255)	2	0	2	0	4	0
POINT (-75.6158 6.27169)	3	0	3	0	2	1
POINT (-75.6158 6.27169)	2	1	2	1	2	1
POINT (-75.6158 6.27169)	2	0	2	0	2	1
POINT (-75.5593 6.30751)	2	0	3	0	3	0
POINT (-75.5513 6.30563)	2	0	2	0	2	0
POINT (-75.6044 6.26306)	2	0	3	0	3	0
POINT (-75.6049 6.25981)	2	0	2	4	3	0
POINT (-75.6049 6.25981)	2	0	3	0	3	0
POINT (-75.6049 6.25981)	2	0	2	0	3	4
POINT (-75.6049 6.25981)	2	0	2	0	2	0
POINT (-75.6049 6.25981)	2	0	2	0	3	0
POINT (-75.6049 6.25981)	2	0	2	0	2	0
POINT (-75.6187 6.24451)	2	0	2	0	2	0
POINT (-75.6187 6.24451)	2	0	2	0	2	0
POINT (-75.6187 6.24451)	2	1	2	0	3	4
POINT (-75.5496 6.30063)	2	0	2	0	3	0
POINT (-75.5496 6.30063)	2	0	2	0	2	0
POINT (-75.5595 6.31189)	2	0	2	4	3	0
POINT (-75.5595 6.31189)	2	1	2	1	2	1
POINT (-75.5595 6.31189)	3	0	2	0	3	0
POINT (-75.5594 6.27816)	1	0	0	0	2	0
POINT (-75.6048 6.25769)	3	4	3	4	3	4
POINT (-75.6048 6.25769)	2	1	2	1	3	0
POINT (-75.5522 6.26572)	2	1	2	0	2	0
POINT (-75.5594 6.27816)	3	4	3	4	3	4
POINT (-75.5536 6.28996)	3	0	3	4	3	4
POINT (-75.5536 6.28996)	2	1	1	1	2	1
POINT (-75.5962 6.26018)	2	0	2	0	3	1
POINT (-75.5962 6.26018)	4	0	3	0	3	0
POINT (-75.5453 6.26505)	1	0	1	0	4	4
POINT (-75.5453 6.26505)	2	0	2	0	3	0
POINT (-75.5453 6.26505)	2	0	2	0	2	0
POINT (-75.5453 6.26505)	3	4	3	4	3	4
POINT (-75.5795 6.30643)	2	4	3	0	1	4
POINT (-75.5438 6.2712)	2	0	2	0	2	0
POINT (-75.5391 6.27088)	1	1	2	0	4	0
POINT (-75.5391 6.27088)	2	0	2	0	2	0
POINT (-75.5568 6.2887)	2	0	2	0	2	0
POINT (-75.5568 6.2887)	2	0	2	0	2	0
POINT (-75.5568 6.2887)	2	0	2	4	3	4
POINT (-75.5529 6.26311)	3	0	3	4	2	4
POINT (-75.549 6.27318)	1	1	2	1	2	1
POINT (-75.5461 6.28088)	2	1	2	1	1	1
POINT (-75.6048 6.25769)	2	1	2	1	2	1
POINT (-75.5536 6.28996)	4	0	4	0	3	0
POINT (-75.5611 6.28795)	2	0	2	0	3	0
POINT (-75.5391 6.26862)	3	4	3	4	3	0
POINT (-75.5962 6.26018)	2	0	2	0	3	0
POINT (-75.5391 6.26862)	2	1	2	1	3	4
POINT (-75.6196 6.24972)	2	0	3	0	4	0
POINT (-75.5451 6.30071)	2	0	2	0	2	0
POINT (-75.5451 6.30071)	2	4	3	4	3	4
POINT (-75.6048 6.25769)	3	4	3	4	4	4
POINT (-75.5332 6.26723)	2	1	2	1	2	1
POINT (-75.5461 6.28088)	3	0	2	1	3	4
POINT (-75.5438 6.2712)	2	0	2	0	3	0
POINT (-75.5438 6.2712)	2	0	2	0	2	0
POINT (-75.5795 6.30643)	2	0	1	0	1	0
POINT (-75.5611 6.28795)	3	1	3	0	4	4
POINT (-75.5332 6.26723)	2	0	2	0	3	0
POINT (-75.5453 6.26505)	2	0	2	0	2	0
POINT (-75.5468 6.28514)	2	1	2	1	2	1
POINT (-75.5468 6.28514)	2	0	2	0	2	0
POINT (-75.6158 6.27169)	1	0	2	1	3	1
POINT (-75.6158 6.27169)	2	0	2	0	2	0
POINT (-75.6158 6.27169)	1	0	1	0	3	0
POINT (-75.5581 6.275)	1	1	2	1	2	1
POINT (-75.5581 6.275)	2	0	3	0	4	4
POINT (-75.5581 6.275)	2	0	2	0	2	0
POINT (-75.5940 6.2963413)	3	0	2	0	4	1
POINT (-75.5438 6.26968)	2	0	2	0	2	0
POINT (-75.5438 6.26968)	2	0	2	0	2	0
POINT (-75.5438 6.26968)	2	0	2	0	2	4
POINT (-75.5658 6.27634)	2	0	2	0	2	0
POINT (-75.5658 6.27634)	2	0	2	0	2	0
POINT (-75.5332 6.26723)	2	0	2	0	2	0
POINT (-75.5529 6.26311)	2	0	3	0	2	0
POINT (-75.5453 6.26505)	3	0	2	0	2	0
POINT (-75.5989 6.26958)	2	0	2	0	3	0
POINT (-75.5989 6.26958)	2	1	2	1	2	0
POINT (-75.557 6.28518)	2	0	2	0	3	0
POINT (-75.537 6.27659)	2	0	2	0	0	0
POINT (-75.549 6.27318)	2	0	2	0	3	4
POINT (-75.5461 6.28088)	2	0	2	0	3	4
POINT (-75.5438 6.26968)	2	0	2	0	3	0
POINT (-75.549 6.27318)	2	4	2	4	3	4
POINT (-75.537 6.27659)	2	0	2	0	4	4
POINT (-75.5658 6.27634)	1	0	2	0	3	0
POINT (-75.5949 6.26107)	3	4	3	4	3	0
POINT (-75.5391 6.26862)	4	4	3	0	1	4
POINT (-75.5391 6.26862)	3	4	3	4	3	0
POINT (-75.5595 6.31189)	2	0	2	0	3	0
POINT (-75.5595 6.31189)	2	0	2	0	2	0
POINT (-75.5595 6.31189)	2	0	2	0	3	4
POINT (-75.5956 6.24311)	2	0	1	0	3	0
POINT (-75.5529 6.26311)	3	0	3	0	3	0
POINT (-75.5529 6.26311)	2	4	2	4	3	0
POINT (-75.5438 6.2712)	1	0	2	0	2	0
POINT (-75.5795 6.30643)	2	0	2	0	2	0
POINT (-75.6017 6.26047)	2	0	2	0	3	0
POINT (-75.6017 6.26047)	2	4	3	0	3	0
POINT (-75.6017 6.26047)	2	1	3	0	4	1
POINT (-75.6017 6.26047)	2	4	2	4	2	0
POINT (-75.5332 6.26723)	2	0	3	0	3	0
POINT (-75.5391 6.26862)	2	0	2	0	2	0
POINT (-75.5654 6.27809)	2	0	3	0	3	0
POINT (-75.5438 6.26968)	2	0	2	0	2	0
POINT (-75.5658 6.27634)	2	1	2	0	2	0
POINT (-75.5949 6.26107)	3	0	3	0	3	0
POINT (-75.5468 6.28514)	2	0	2	0	2	1
POINT (-75.5655 6.31097)	2	0	2	0	3	4
POINT (-75.5451 6.30071)	2	0	2	0	2	0
POINT (-75.5451 6.30071)	3	0	3	0	3	0
POINT (-75.5451 6.30071)	3	0	3	0	2	0
POINT (-75.6048 6.25769)	2	0	2	0	2	1
POINT (-75.557 6.28518)	3	0	2	0	4	0
POINT (-75.5581 6.275)	2	4	2	4	2	4
POINT (-75.5581 6.275)	2	0	2	0	2	0
POINT (-75.5529 6.26311)	3	1	2	0	3	4
POINT (-75.5454 6.27971)	2	1	2	0	3	0
POINT (-75.553 6.29314)	2	0	2	0	2	0
POINT (-75.5940 6.2963413)	3	4	3	0	3	0
POINT (-75.5604 6.29108)	2	0	3	0	4	0
POINT (-75.5604 6.29108)	2	0	2	0	2	0
POINT (-75.5501 6.27603)	3	4	3	4	3	4
POINT (-75.5501 6.27603)	2	0	2	0	2	0
POINT (-75.553 6.29314)	2	0	2	0	2	0
POINT (-75.5628 6.27473)	2	0	2	0	3	4
POINT (-75.5488 6.29956)	2	0	2	0	2	0
POINT (-75.5493 6.27758)	2	0	2	0	3	4
POINT (-75.5493 6.27758)	3	4	3	4	3	0
POINT (-75.5493 6.27758)	3	0	3	0	3	0
POINT (-75.5493 6.27758)	0	0	4	0	4	0
POINT (-75.5493 6.27758)	1	0	2	0	2	0
POINT (-75.6224 6.25681)	1	0	1	0	2	0
POINT (-75.5899 6.29433)	2	0	2	0	2	4
POINT (-75.5581 6.275)	2	0	3	0	3	0
POINT (-75.6196 6.24972)	2	1	2	0	2	0
POINT (-75.5454 6.26349)	2	0	1	0	2	0
POINT (-75.5493 6.27758)	2	0	1	0	3	4
POINT (-75.5454 6.27971)	2	0	2	0	2	0
POINT (-75.5454 6.27971)	2	0	1	1	2	0
POINT (-75.5529 6.26311)	2	0	2	0	2	0
POINT (-75.5391 6.27088)	2	1	2	0	2	0
POINT (-75.6196 6.24972)	2	0	2	0	2	1
POINT (-75.5501 6.27603)	1	1	2	1	2	0
POINT (-75.5658 6.27634)	2	0	2	0	2	0
POINT (-75.5654 6.27809)	4	1	2	1	3	4
POINT (-75.5475 6.26482)	2	0	2	0	2	0
POINT (-75.5391 6.26862)	2	0	2	0	2	0
POINT (-75.5669 6.27843)	3	4	3	0	2	0
POINT (-75.5435 6.26256)	2	0	2	0	3	4
POINT (-75.5435 6.26256)	2	0	2	1	3	0
POINT (-75.5604 6.29108)	2	0	2	1	2	0
POINT (-75.5604 6.29108)	2	0	2	0	4	0
POINT (-75.5604 6.29108)	2	0	2	0	3	0
POINT (-75.5575 6.2747)	1	0	1	0	1	0
POINT (-75.5575 6.2747)	1	0	2	0	2	1
POINT (-75.5594 6.27816)	2	1	2	4	2	1
POINT (-75.5940 6.2963413)	2	0	2	0	2	0
POINT (-75.5940 6.2963413)	2	0	2	0	2	0
POINT (-75.5795 6.30643)	2	0	2	0	3	0
POINT (-75.5795 6.30643)	1	0	1	1	2	0
POINT (-75.5475 6.26482)	3	4	3	4	4	4
POINT (-75.5454 6.27971)	2	1	2	0	3	0
POINT (-75.5454 6.27971)	2	0	2	0	3	0
POINT (-75.5382 6.29613)	2	0	2	0	2	0
POINT (-75.5382 6.29613)	2	0	2	1	3	0
POINT (-75.559 6.26473)	2	0	2	0	3	0
POINT (-75.559 6.26473)	3	0	3	0	3	0
POINT (-75.559 6.26473)	1	0	2	0	3	0
POINT (-75.5658 6.27634)	3	4	3	4	3	4
POINT (-75.5501 6.27603)	2	0	1	0	3	0
POINT (-75.537 6.27659)	0	0	0	0	3	0
POINT (-75.5454 6.27971)	2	1	2	0	2	0
POINT (-75.5669 6.27843)	2	0	2	0	2	0
POINT (-75.537 6.27659)	2	0	2	0	2	0
POINT (-75.5604 6.29108)	2	0	2	0	2	0
POINT (-75.5382 6.29613)	2	0	2	0	2	0
POINT (-75.5668 6.27686)	2	1	2	1	3	1
POINT (-75.537 6.27659)	0	0	0	0	3	0
POINT (-75.5475 6.26482)	3	0	3	0	3	0
POINT (-75.5475 6.26482)	2	0	2	1	2	0
POINT (-75.5475 6.26482)	4	0	4	0	4	0
POINT (-75.537 6.27659)	2	0	2	0	3	0
POINT (-75.5501 6.27603)	2	0	2	0	3	0
POINT (-75.5668 6.27686)	2	0	2	0	2	0
POINT (-75.5949 6.26107)	3	0	2	0	2	0
POINT (-75.5949 6.26107)	2	0	2	0	2	0
POINT (-75.557 6.28518)	1	1	1	0	1	0
POINT (-75.5649 6.27591)	2	0	2	0	2	4
POINT (-75.5649 6.27591)	2	0	2	0	2	0
POINT (-75.5382 6.29613)	1	1	2	0	3	0
POINT (-75.5575 6.2747)	3	0	2	0	4	0
POINT (-75.5575 6.2747)	1	0	2	0	2	0
POINT (-75.5940 6.2963413)	2	0	2	0	2	0
POINT (-75.5654 6.27809)	2	0	2	0	4	1
POINT (-75.5635 6.27467)	3	0	3	0	3	0
POINT (-75.5635 6.27467)	2	0	2	0	2	0
POINT (-75.5635 6.27467)	2	1	2	0	2	0
POINT (-75.559 6.26473)	3	4	3	0	2	0
POINT (-75.5438 6.2712)	2	1	2	0	2	0
POINT (-75.5438 6.2712)	2	1	2	1	3	0
POINT (-75.5435 6.26256)	2	0	3	0	4	0
POINT (-75.5435 6.26256)	2	0	2	0	4	0
POINT (-75.5435 6.26256)	2	0	2	0	4	4
POINT (-75.5435 6.26256)	2	1	2	0	4	0
POINT (-75.5618 6.27457)	2	1	2	0	2	1
POINT (-75.5618 6.27457)	3	0	4	0	4	0
POINT (-75.5618 6.27457)	2	0	2	0	2	0
POINT (-75.5545 6.27532)	2	0	2	0	4	4
POINT (-75.5513 6.30563)	3	0	3	0	4	0
POINT (-75.5668 6.27686)	2	0	2	0	2	0
POINT (-75.5501 6.27603)	2	0	2	0	3	0
POINT (-75.5451 6.30071)	2	0	2	0	2	0
POINT (-75.5555 6.26837)	3	0	3	0	3	0
POINT (-75.5635 6.27467)	2	0	2	0	3	0
POINT (-75.5653 6.28116)	1	1	2	0	2	0
POINT (-75.5475 6.26482)	2	0	2	0	2	0
POINT (-75.5481 6.2501)	3	4	4	4	4	4
POINT (-75.5555 6.26837)	2	4	2	4	3	4
POINT (-75.5668 6.27686)	4	4	4	4	4	4
POINT (-75.5382 6.29613)	4	0	4	0	4	0
POINT (-75.5545 6.27532)	2	0	2	0	3	0
POINT (-75.5654 6.27809)	2	0	2	0	3	4
POINT (-75.5661 6.25829)	2	4	3	4	3	4
POINT (-75.5567 6.25643)	3	0	3	0	2	1
POINT (-75.5575 6.2747)	3	0	3	0	3	0
POINT (-75.5575 6.2747)	3	0	3	4	3	4
POINT (-75.5545 6.27532)	2	0	3	0	3	0
POINT (-75.6195 6.23597)	2	4	2	4	3	4
POINT (-75.5593 6.30751)	2	0	2	0	2	0
POINT (-75.6195 6.23597)	3	0	3	0	3	0
POINT (-75.5497 6.24923)	2	0	2	0	3	0
POINT (-75.5497 6.24923)	2	0	2	0	2	4
POINT (-75.5439 6.28569)	3	0	3	0	2	0
POINT (-75.5439 6.28569)	2	0	1	0	1	0
POINT (-75.5653 6.28116)	2	0	2	4	4	4
POINT (-75.543 6.24744)	2	0	2	0	2	0
POINT (-75.5949 6.26107)	2	0	2	0	2	0
POINT (-75.543 6.24744)	2	1	2	1	3	0
POINT (-75.5468 6.28514)	2	0	2	0	3	4
POINT (-75.5618 6.27457)	2	0	2	0	2	0
POINT (-75.5618 6.27457)	2	1	2	0	2	1
POINT (-75.5618 6.27457)	2	0	2	0	3	1
POINT (-75.5669 6.27843)	2	0	2	0	2	0
POINT (-75.5669 6.27843)	2	0	1	1	2	1
POINT (-75.5382 6.29613)	2	1	2	1	1	1
POINT (-75.5499 6.27423)	2	0	2	4	2	0
POINT (-75.5499 6.27423)	3	4	3	4	4	0
POINT (-75.5668 6.27686)	2	0	2	0	2	0
POINT (-75.5503 6.24971)	2	4	3	4	4	4
POINT (-75.562 6.26457)	3	4	3	0	4	0
POINT (-75.562 6.26457)	2	1	2	1	2	1
POINT (-75.5433 6.26193)	2	1	2	1	3	4
POINT (-75.5433 6.26193)	2	0	2	1	2	1
POINT (-75.5433 6.26193)	2	1	2	0	3	4
POINT (-75.5433 6.26193)	2	1	2	1	3	0
POINT (-75.5433 6.26193)	1	1	1	0	1	0
POINT (-75.5567 6.25643)	2	0	2	0	3	0
POINT (-75.546 6.2513)	2	0	2	0	3	4
POINT (-75.546 6.2513)	2	0	2	0	2	0
POINT (-75.6101 6.24455)	3	4	3	4	3	4
POINT (-75.542 6.25052)	2	4	2	4	2	0
POINT (-75.542 6.25052)	2	0	2	0	2	0
POINT (-75.5401 6.2542)	2	1	2	0	2	0
POINT (-75.5401 6.2542)	1	4	3	0	3	4
POINT (-75.5401 6.2542)	3	4	3	0	2	1
POINT (-75.5545 6.27532)	2	0	0	0	3	4
POINT (-75.5668 6.27686)	2	1	2	1	2	1
POINT (-75.54 6.24946)	1	1	1	1	2	0
POINT (-75.5459 6.29925)	2	0	2	0	3	4
POINT (-75.5459 6.29925)	2	0	2	0	2	0
POINT (-75.5459 6.29925)	1	0	2	0	2	0
POINT (-75.5653 6.28116)	2	0	2	0	4	0
POINT (-75.5949 6.26107)	3	4	3	4	3	4
POINT (-75.5497 6.24923)	4	0	2	0	3	4
POINT (-75.5401 6.2542)	2	1	3	1	3	4
POINT (-75.5499 6.27423)	2	0	2	0	2	0
POINT (-75.5593 6.30751)	2	0	1	0	3	4
POINT (-75.5503 6.24971)	2	0	2	0	4	0
POINT (-75.5567 6.25643)	3	0	4	0	3	0
POINT (-75.5545 6.27532)	2	4	3	4	3	4
POINT (-75.5401 6.2542)	1	0	2	0	3	0
POINT (-75.5401 6.2542)	0	0	2	0	2	0
POINT (-75.543 6.24744)	2	0	2	0	3	4
POINT (-75.54 6.24946)	2	1	2	0	2	0
POINT (-75.5555 6.26837)	3	0	3	0	2	1
POINT (-75.5669 6.27843)	2	0	2	0	4	0
POINT (-75.5669 6.27843)	2	0	3	0	3	4
POINT (-75.5481 6.2501)	3	4	3	0	3	0
POINT (-75.5433 6.26193)	2	0	2	0	2	0
POINT (-75.546 6.2513)	3	0	3	0	3	0
POINT (-75.5635 6.27467)	2	0	3	4	3	4
POINT (-75.5635 6.27467)	4	4	2	4	2	0
POINT (-75.6019 6.22144)	1	0	2	0	3	0
POINT (-75.6019 6.22144)	1	0	2	0	4	0
POINT (-75.6019 6.22144)	2	1	2	1	3	1
POINT (-75.5615 6.28226)	2	0	3	0	2	0
POINT (-75.5545 6.27532)	3	4	3	4	3	4
